full_name,tns_ra_hms,tns_dec_hms,tns_ra,tns_dec,discoverydate,discovery_mag,filter,location,redshift,type,internal_names,host_name,host_ra_hms,host_dec_hms,host_ra,host_dec,host_redshift,host_type,TNS_link,ZTF_link
AT2023acim,20:24:29.1199,+39:2:27.02,306.121333,39.040839,2023-12-30 06:02:52.800,16.27,G,center,,nan,Gaia24abc,WISEA J202429.12+390227.0,20:24:29.124,+39:2:26.988,306.12135,39.04083,--,IrS,https://www.wis-tns.org/object/2023acim,['http://gsaweb.ast.cam.ac.uk/alerts/alert/Gaia24abc']
AT2023acig,17:41:27.66,+70:19:51.38,265.36525,70.330939,2023-12-30 00:43:12.000,18.79,G,not_center,,nan,Gaia24aaw,WISEA J174127.60+701949.3,17:41:27.8544,+70:19:48.72,265.36606,70.3302,--,UvS,https://www.wis-tns.org/object/2023acig,['http://gsaweb.ast.cam.ac.uk/alerts/alert/Gaia24aaw']
AT2023achw,20:20:56.13,+45:11:29.9,305.233875,45.191639,2023-12-29 18:08:38.400,16.29,G,center,,nan,Gaia24aaj,2MASS J20205611+4511297,20:20:56.1192,+45:11:29.724,305.23383,45.19159,--,IrS,https://www.wis-tns.org/object/2023achw,['http://gsaweb.ast.cam.ac.uk/alerts/alert/Gaia24aaj']
AT2023acht,10:23:29.8001,+44:14:14.28,155.874167,44.2373,2023-12-29 15:28:48.000,17.69,G,center,,nan,Gaia24aaf,WISEA J102329.82+441414.3,10:23:29.8032,+44:14:14.316,155.87418,44.23731,0.751475,QSO,https://www.wis-tns.org/object/2023acht,['http://gsaweb.ast.cam.ac.uk/alerts/alert/Gaia24aaf']
AT2023achs,20:32:52.5101,+40:45:52.34,308.218792,40.764539,2023-12-29 13:49:26.400,15.17,G,center,,nan,Gaia24aae,2MASS J20325250+4045525,20:32:52.5096,+40:45:52.56,308.21879,40.7646,--,IrS,https://www.wis-tns.org/object/2023achs,['http://gsaweb.ast.cam.ac.uk/alerts/alert/Gaia24aae']
AT2023achx,9:12:32.3501,-12:3:53.888,138.134792,-12.064969,2023-12-29 08:41:16.800,17.92,G,center,,nan,Gaia24aak,WISEA J091232.36-120353.7,9:12:32.3328,-12:3:53.784,138.13472,-12.06494,--,IrS,https://www.wis-tns.org/object/2023achx,['http://gsaweb.ast.cam.ac.uk/alerts/alert/Gaia24aak']
AT2023achq,10:8:36.0701,+42:41:15.472,152.150292,42.687631,2023-12-28 19:45:07.200,18.34,G,center,,nan,Gaia24aac,WISEA J100836.06+424115.8,10:8:36.0576,+42:41:15.9,152.15024,42.68775,--,*,https://www.wis-tns.org/object/2023achq,['http://gsaweb.ast.cam.ac.uk/alerts/alert/Gaia24aac']
AT2023acdx,4:20:14.3865,+31:22:43.619,65.0599436448,31.3787829533,2023-12-28 09:59:17.952,18.269,orange,center,,nan,"ATLAS23xzv, PS23nqb",WISEA J042014.34+312242.8,4:20:14.46,+31:22:44.004,65.06025,31.37889,0.050652,G,https://www.wis-tns.org/object/2023acdx,['https://fallingstar-data.com/forcedphot/']
AT2023achy,13:25:38.0524,+33:40:49.144,201.408551667,33.6803177778,2023-12-25 14:57:57.312,18.662,orange,not_center,,nan,ATLAS23xwf,KUG 1323+339,13:25:38.6664,+33:40:49.584,201.41111,33.68044,0.038969,G,https://www.wis-tns.org/object/2023achy,['https://fallingstar-data.com/forcedphot/']
SN2023abdv,1:11:8.4516,-13:56:38.958,17.785215,-13.944155,2023-12-25 01:43:11.424,18.589,orange,not_center,0.052,SN Ia-91bg-like,ATLAS23xvm,WISEA J011109.21-135630.8,1:11:9.2112,-13:56:30.912,17.78838,-13.94192,--,IrS,https://www.wis-tns.org/object/2023abdv,['https://fallingstar-data.com/forcedphot/']
